mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.clicked_name,participant,date,expName,psychopyVersion,OS,frameRate,condition,stage,scene,correct object,left option,middle option,right option,memory resp,memory rt,accuracy,score,x mouse,y mouse,internal lure,external lure,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trials,Picture_Recognition,Picture_Recognition_2,Q1_l,Q1_m,Q1_r,Feedback_l,Feedback_m,Feedback_r,internal_lure,external_lure,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/hochbeet.png,images/objects/kurbis.png,images/objects/edelweiss.png,images/objects/kurbis.png,images/objects/radieschen.png,images/objects/kurbis.png,3.1154,1,15,[0.1185185467755353],[-0.18425927338776765],images/objects/edelweiss.png,images/objects/radieschen.png,0.118518547,-0.184259273,1,0,0,3.1154,image_middle,0,51,51,40,1,40,images/scenes/hochbeet.png,images/objects/kurbis.png,images/objects/edelweiss.png,images/objects/kurbis.png,images/objects/radieschen.png,Nicht_korrekt,Korrekt,Nicht_korrekt,images/objects/edelweiss.png,images/objects/radieschen.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/kinosaal.png,images/objects/overhead.png,images/objects/overhead.png,images/objects/scheinwerfer.png,images/objects/nachos.png,images/objects/scheinwerfer.png,1.7243,0,15,[0.1185185467755353],[-0.18425927338776765],images/objects/scheinwerfer.png,images/objects/nachos.png,0.118518547,-0.184259273,1,0,0,1.7243,image_middle,0,52,52,46,1,46,images/scenes/kinosaal.png,images/objects/overhead.png,images/objects/overhead.png,images/objects/scheinwerfer.png,images/objects/nachos.png,Korrekt,Nicht_korrekt,Nicht_korrekt,images/objects/scheinwerfer.png,images/objects/nachos.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/auto_innen.png,images/objects/einkaufstaschen.png,images/objects/schlosser.png,images/objects/einkaufstaschen.png,images/objects/kupplung.png,images/objects/kupplung.png,1.3591,0,15,[0.556481537995515],[-0.1537036895751953],images/objects/schlosser.png,images/objects/kupplung.png,0.556481538,-0.15370369,1,0,0,1.3591,image_right,0,53,53,55,1,55,images/scenes/auto_innen.png,images/objects/einkaufstaschen.png,images/objects/schlosser.png,images/objects/einkaufstaschen.png,images/objects/kupplung.png,Nicht_korrekt,Korrekt,Nicht_korrekt,images/objects/schlosser.png,images/objects/kupplung.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/altstadtcafe.png,images/objects/roller.png,images/objects/geige.png,images/objects/roller.png,images/objects/stehtisch.png,images/objects/geige.png,1.8835,0,15,[-0.5972222222222222],[-0.17870373196072048],images/objects/geige.png,images/objects/stehtisch.png,-0.597222222,-0.178703732,1,0,0,1.8835,image_left,0,54,54,34,1,34,images/scenes/altstadtcafe.png,images/objects/roller.png,images/objects/geige.png,images/objects/roller.png,images/objects/stehtisch.png,Nicht_korrekt,Korrekt,Nicht_korrekt,images/objects/geige.png,images/objects/stehtisch.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/supermarkt.png,images/objects/karotten.png,images/objects/karotten.png,images/objects/gabelstapler.png,images/objects/einkaufswagen.png,images/objects/karotten.png,0.9492,1,16,[-0.5972222222222222],[-0.17870373196072048],images/objects/gabelstapler.png,images/objects/einkaufswagen.png,-0.597222222,-0.178703732,1,0,0,0.9492,image_left,0,55,55,8,1,8,images/scenes/supermarkt.png,images/objects/karotten.png,images/objects/karotten.png,images/objects/gabelstapler.png,images/objects/einkaufswagen.png,Korrekt,Nicht_korrekt,Nicht_korrekt,images/objects/gabelstapler.png,images/objects/einkaufswagen.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/fitnessstudio.png,images/objects/fon.png,images/objects/gymnastikball.png,images/objects/schlusselbund.png,images/objects/fon.png,images/objects/gymnastikball.png,1.5004,0,16,[-0.5972222222222222],[-0.17870373196072048],images/objects/schlusselbund.png,images/objects/gymnastikball.png,-0.597222222,-0.178703732,1,0,0,1.5004,image_left,0,56,56,3,1,3,images/scenes/fitnessstudio.png,images/objects/fon.png,images/objects/gymnastikball.png,images/objects/schlusselbund.png,images/objects/fon.png,Nicht_korrekt,Nicht_korrekt,Korrekt,images/objects/schlusselbund.png,images/objects/gymnastikball.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/wochenmarkt.png,images/objects/milchkanne.png,images/objects/brot.png,images/objects/milchkanne.png,images/objects/kasse.png,images/objects/brot.png,3.0652,0,16,[-0.5972222222222222],[-0.17870373196072048],images/objects/kasse.png,images/objects/brot.png,-0.597222222,-0.178703732,1,0,0,3.0652,image_left,0,57,57,39,1,39,images/scenes/wochenmarkt.png,images/objects/milchkanne.png,images/objects/brot.png,images/objects/milchkanne.png,images/objects/kasse.png,Nicht_korrekt,Korrekt,Nicht_korrekt,images/objects/kasse.png,images/objects/brot.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/friseursalon.png,images/objects/zeitschriften.png,images/objects/stifte.png,images/objects/haarburste.png,images/objects/zeitschriften.png,images/objects/haarburste.png,3.5085,0,16,[0.11666665253815828],[-0.2259259400544343],images/objects/stifte.png,images/objects/haarburste.png,0.116666653,-0.22592594,1,0,0,3.5085,image_middle,0,58,58,52,1,52,images/scenes/friseursalon.png,images/objects/zeitschriften.png,images/objects/stifte.png,images/objects/haarburste.png,images/objects/zeitschriften.png,Nicht_korrekt,Nicht_korrekt,Korrekt,images/objects/stifte.png,images/objects/haarburste.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,e,main,images/scenes/strand.png,images/objects/schwimmflugel.png,images/objects/schwimmreifen.png,images/objects/schwimmflugel.png,images/objects/schlauchboot.png,images/objects/schlauchboot.png,2.35,0,16,[0.5601851851851852],[-0.2787036895751953],images/objects/schwimmreifen.png,images/objects/schlauchboot.png,0.560185185,-0.27870369,1,0,0,2.35,image_right,0,59,59,12,1,12,images/scenes/strand.png,images/objects/schwimmflugel.png,images/objects/schwimmreifen.png,images/objects/schwimmflugel.png,images/objects/schlauchboot.png,Nicht_korrekt,Korrekt,Nicht_korrekt,images/objects/schwimmreifen.png,images/objects/schlauchboot.png,,,,,,,
,,,,,,,999,2024-07-19_10h18.53.096,N_forgetting_curve,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.801851908,0.021296289,1,0,0,2.4897,polygon
